h1,h2,h3,h4,h5,g1,g2,g3,g4,g5,classes,canonical_sum,layered_survivor,selected_top_survivor
3,6,17,46,0,72,69,63,46,0,72,8140,0,0
3,6,18,44,1,72,69,63,45,1,72,8095,0,0
3,6,19,42,2,72,69,63,44,2,72,8052,0,0
3,6,21,43,0,73,70,64,43,0,73,8212,0,0
3,6,22,41,1,73,70,64,42,1,73,8170,0,0
3,6,23,39,2,73,70,64,41,2,73,8130,0,0
3,6,26,38,1,74,71,65,39,1,74,8257,1,0
3,6,27,36,2,74,71,65,38,2,74,8220,0,0
3,7,0,57,1,68,65,58,58,1,68,7914,0,0
3,7,1,55,2,68,65,58,57,2,68,7858,0,0
3,7,3,56,0,69,66,59,56,0,69,7992,0,0
3,7,4,54,1,69,66,59,55,1,69,7937,0,0
3,7,5,52,2,69,66,59,54,2,69,7884,0,0
3,7,7,53,0,70,67,60,53,0,70,8024,0,0
3,7,8,51,1,70,67,60,52,1,70,7972,0,0
3,7,9,49,2,70,67,60,51,2,70,7922,0,0
3,7,11,50,0,71,68,61,50,0,71,8068,0,0
3,7,12,48,1,71,68,61,49,1,71,8019,0,0
3,7,13,46,2,71,68,61,48,2,71,7972,0,0
3,7,15,47,0,72,69,62,47,0,72,8124,0,0
3,7,16,45,1,72,69,62,46,1,72,8078,0,0
3,7,17,43,2,72,69,62,45,2,72,8034,0,0
3,7,19,44,0,73,70,63,44,0,73,8192,0,0
3,7,20,42,1,73,70,63,43,1,73,8149,0,0
3,7,21,40,2,73,70,63,42,2,73,8108,0,0
3,7,23,41,0,74,71,64,41,0,74,8272,0,0
3,7,24,39,1,74,71,64,40,1,74,8232,0,0
3,7,25,37,2,74,71,64,39,2,74,8194,0,0
3,8,1,57,0,69,66,58,57,0,69,7990,0,0
3,8,2,55,1,69,66,58,56,1,69,7934,0,0
3,8,3,53,2,69,66,58,55,2,69,7880,0,0
3,8,5,54,0,70,67,59,54,0,70,8018,0,0
3,8,6,52,1,70,67,59,53,1,70,7965,0,0
3,8,7,50,2,70,67,59,52,2,70,7914,0,0
3,8,9,51,0,71,68,60,51,0,71,8058,0,0
3,8,10,49,1,71,68,60,50,1,71,8008,0,0
3,8,11,47,2,71,68,60,49,2,71,7960,0,0
3,8,13,48,0,72,69,61,48,0,72,8110,0,0
3,8,14,46,1,72,69,61,47,1,72,8063,0,0
3,8,15,44,2,72,69,61,46,2,72,8018,0,0
3,8,17,45,0,73,70,62,45,0,73,8174,0,0
3,8,18,43,1,73,70,62,44,1,73,8130,0,0
3,8,19,41,2,73,70,62,43,2,73,8088,0,0
3,8,21,42,0,74,71,63,42,0,74,8250,0,0
3,8,22,40,1,74,71,63,41,1,74,8209,0,0
3,8,23,38,2,74,71,63,40,2,74,8170,0,0
3,8,27,35,2,75,72,64,37,2,75,8264,0,0
3,9,0,56,1,69,66,57,57,1,69,7933,0,0
3,9,1,54,2,69,66,57,56,2,69,7878,0,0
3,9,3,55,0,70,67,58,55,0,70,8014,0,0
3,9,4,53,1,70,67,58,54,1,70,7960,0,0
3,9,5,51,2,70,67,58,53,2,70,7908,0,0
3,9,7,52,0,71,68,59,52,0,71,8050,0,0
3,9,8,50,1,71,68,59,51,1,71,7999,0,0
3,9,9,48,2,71,68,59,50,2,71,7950,0,0
3,9,11,49,0,72,69,60,49,0,72,8098,0,0
3,9,12,47,1,72,69,60,48,1,72,8050,0,0
3,9,13,45,2,72,69,60,47,2,72,8004,0,0
3,9,15,46,0,73,70,61,46,0,73,8158,0,0
3,9,16,44,1,73,70,61,45,1,73,8113,0,0
3,9,17,42,2,73,70,61,44,2,73,8070,0,0
3,9,19,43,0,74,71,62,43,0,74,8230,0,0
3,9,20,41,1,74,71,62,42,1,74,8188,0,0
3,9,21,39,2,74,71,62,41,2,74,8148,0,0
3,9,24,38,1,75,72,63,39,1,75,8275,1,0
3,9,25,36,2,75,72,63,38,2,75,8238,0,0
3,10,1,56,0,70,67,57,56,0,70,8012,0,0
3,10,2,54,1,70,67,57,55,1,70,7957,0,0
3,10,3,52,2,70,67,57,54,2,70,7904,0,0
3,10,5,53,0,71,68,58,53,0,71,8044,0,0
3,10,6,51,1,71,68,58,52,1,71,7992,0,0
3,10,7,49,2,71,68,58,51,2,71,7942,0,0
3,10,9,50,0,72,69,59,50,0,72,8088,0,0
3,10,10,48,1,72,69,59,49,1,72,8039,0,0
3,10,11,46,2,72,69,59,48,2,72,7992,0,0
3,10,13,47,0,73,70,60,47,0,73,8144,0,0
3,10,14,45,1,73,70,60,46,1,73,8098,0,0
3,10,15,43,2,73,70,60,45,2,73,8054,0,0
3,10,17,44,0,74,71,61,44,0,74,8212,0,0
3,10,18,42,1,74,71,61,43,1,74,8169,0,0
3,10,19,40,2,74,71,61,42,2,74,8128,0,0
3,10,22,39,1,75,72,62,40,1,75,8252,0,0
3,10,23,37,2,75,72,62,39,2,75,8214,0,0
3,11,0,55,1,70,67,56,56,1,70,7956,0,0
3,11,1,53,2,70,67,56,55,2,70,7902,0,0
3,11,3,54,0,71,68,57,54,0,71,8040,0,0
3,11,4,52,1,71,68,57,53,1,71,7987,0,0
3,11,5,50,2,71,68,57,52,2,71,7936,0,0
3,11,7,51,0,72,69,58,51,0,72,8080,0,0
3,11,8,49,1,72,69,58,50,1,72,8030,0,0
3,11,9,47,2,72,69,58,49,2,72,7982,0,0
3,11,11,48,0,73,70,59,48,0,73,8132,0,0
3,11,12,46,1,73,70,59,47,1,73,8085,0,0
3,11,13,44,2,73,70,59,46,2,73,8040,0,0
3,11,15,45,0,74,71,60,45,0,74,8196,0,0
3,11,16,43,1,74,71,60,44,1,74,8152,0,0
3,11,17,41,2,74,71,60,43,2,74,8110,0,0
3,11,19,42,0,75,72,61,42,0,75,8272,0,0
3,11,20,40,1,75,72,61,41,1,75,8231,0,0
3,11,21,38,2,75,72,61,40,2,75,8192,0,0
3,12,1,55,0,71,68,56,55,0,71,8038,0,0
3,12,2,53,1,71,68,56,54,1,71,7984,0,0
3,12,3,51,2,71,68,56,53,2,71,7932,0,0
3,12,5,52,0,72,69,57,52,0,72,8074,0,0
3,12,6,50,1,72,69,57,51,1,72,8023,0,0
3,12,7,48,2,72,69,57,50,2,72,7974,0,0
3,12,9,49,0,73,70,58,49,0,73,8122,0,0
3,12,10,47,1,73,70,58,48,1,73,8074,0,0
3,12,11,45,2,73,70,58,47,2,73,8028,0,0
3,12,13,46,0,74,71,59,46,0,74,8182,0,0
3,12,14,44,1,74,71,59,45,1,74,8137,0,0
3,12,15,42,2,74,71,59,44,2,74,8094,0,0
3,12,17,43,0,75,72,60,43,0,75,8254,0,0
3,12,18,41,1,75,72,60,42,1,75,8212,0,0
3,12,19,39,2,75,72,60,41,2,75,8172,0,0
3,12,23,36,2,76,73,61,38,2,76,8262,0,0
3,13,0,54,1,71,68,55,55,1,71,7983,0,0
3,13,1,52,2,71,68,55,54,2,71,7930,0,0
3,13,3,53,0,72,69,56,53,0,72,8070,0,0
3,13,4,51,1,72,69,56,52,1,72,8018,0,0
3,13,5,49,2,72,69,56,51,2,72,7968,0,0
3,13,7,50,0,73,70,57,50,0,73,8114,0,0
3,13,8,48,1,73,70,57,49,1,73,8065,0,0
3,13,9,46,2,73,70,57,48,2,73,8018,0,0
3,13,11,47,0,74,71,58,47,0,74,8170,0,0
3,13,12,45,1,74,71,58,46,1,74,8124,0,0
3,13,13,43,2,74,71,58,45,2,74,8080,0,0
3,13,15,44,0,75,72,59,44,0,75,8238,0,0
3,13,16,42,1,75,72,59,43,1,75,8195,0,0
3,13,17,40,2,75,72,59,42,2,75,8154,0,0
3,13,21,37,2,76,73,60,39,2,76,8240,0,0
3,14,1,54,0,72,69,55,54,0,72,8068,0,0
3,14,2,52,1,72,69,55,53,1,72,8015,0,0
3,14,3,50,2,72,69,55,52,2,72,7964,0,0
3,14,5,51,0,73,70,56,51,0,73,8108,0,0
3,14,6,49,1,73,70,56,50,1,73,8058,0,0
3,14,7,47,2,73,70,56,49,2,73,8010,0,0
3,14,9,48,0,74,71,57,48,0,74,8160,0,0
3,14,10,46,1,74,71,57,47,1,74,8113,0,0
3,14,11,44,2,74,71,57,46,2,74,8068,0,0
3,14,13,45,0,75,72,58,45,0,75,8224,0,0
3,14,14,43,1,75,72,58,44,1,75,8180,0,0
3,14,15,41,2,75,72,58,43,2,75,8138,0,0
3,14,18,40,1,76,73,59,41,1,76,8259,0,0
3,14,19,38,2,76,73,59,40,2,76,8220,0,0
3,15,0,53,1,72,69,54,54,1,72,8014,0,0
3,15,1,51,2,72,69,54,53,2,72,7962,0,0
3,15,3,52,0,73,70,55,52,0,73,8104,0,0
3,15,4,50,1,73,70,55,51,1,73,8053,0,0
3,15,5,48,2,73,70,55,50,2,73,8004,0,0
3,15,7,49,0,74,71,56,49,0,74,8152,0,0
3,15,8,47,1,74,71,56,48,1,74,8104,0,0
3,15,9,45,2,74,71,56,47,2,74,8058,0,0
3,15,11,46,0,75,72,57,46,0,75,8212,0,0
3,15,12,44,1,75,72,57,45,1,75,8167,0,0
3,15,13,42,2,75,72,57,44,2,75,8124,0,0
3,15,16,41,1,76,73,58,42,1,76,8242,0,0
3,15,17,39,2,76,73,58,41,2,76,8202,0,0
3,16,1,53,0,73,70,54,53,0,73,8102,0,0
3,16,2,51,1,73,70,54,52,1,73,8050,0,0
3,16,3,49,2,73,70,54,51,2,73,8000,0,0
3,16,5,50,0,74,71,55,50,0,74,8146,0,0
3,16,6,48,1,74,71,55,49,1,74,8097,0,0
3,16,7,46,2,74,71,55,48,2,74,8050,0,0
3,16,9,47,0,75,72,56,47,0,75,8202,0,0
3,16,10,45,1,75,72,56,46,1,75,8156,0,0
3,16,11,43,2,75,72,56,45,2,75,8112,0,0
3,16,13,44,0,76,73,57,44,0,76,8270,0,0
3,16,14,42,1,76,73,57,43,1,76,8227,0,0
3,16,15,40,2,76,73,57,42,2,76,8186,0,0
3,16,19,37,2,77,74,58,39,2,77,8272,0,0
3,17,0,52,1,73,70,53,53,1,73,8049,0,0
3,17,1,50,2,73,70,53,52,2,73,7998,0,0
3,17,3,51,0,74,71,54,51,0,74,8142,0,0
3,17,4,49,1,74,71,54,50,1,74,8092,0,0
3,17,5,47,2,74,71,54,49,2,74,8044,0,0
3,17,7,48,0,75,72,55,48,0,75,8194,0,0
3,17,8,46,1,75,72,55,47,1,75,8147,0,0
3,17,9,44,2,75,72,55,46,2,75,8102,0,0
3,17,11,45,0,76,73,56,45,0,76,8258,0,0
3,17,12,43,1,76,73,56,44,1,76,8214,0,0
3,17,13,41,2,76,73,56,43,2,76,8172,0,0
3,17,17,38,2,77,74,57,40,2,77,8254,0,0
3,18,1,52,0,74,71,53,52,0,74,8140,0,0
3,18,2,50,1,74,71,53,51,1,74,8089,0,0
3,18,3,48,2,74,71,53,50,2,74,8040,0,0
3,18,5,49,0,75,72,54,49,0,75,8188,0,0
3,18,6,47,1,75,72,54,48,1,75,8140,0,0
3,18,7,45,2,75,72,54,47,2,75,8094,0,0
3,18,9,46,0,76,73,55,46,0,76,8248,0,0
3,18,10,44,1,76,73,55,45,1,76,8203,0,0
3,18,11,42,2,76,73,55,44,2,76,8160,0,0
3,18,15,39,2,77,74,56,41,2,77,8238,0,0
3,19,0,51,1,74,71,52,52,1,74,8088,0,0
3,19,1,49,2,74,71,52,51,2,74,8038,0,0
3,19,3,50,0,75,72,53,50,0,75,8184,0,0
3,19,4,48,1,75,72,53,49,1,75,8135,0,0
3,19,5,46,2,75,72,53,48,2,75,8088,0,0
3,19,7,47,0,76,73,54,47,0,76,8240,0,0
3,19,8,45,1,76,73,54,46,1,76,8194,0,0
3,19,9,43,2,76,73,54,45,2,76,8150,0,0
3,19,12,42,1,77,74,55,43,1,77,8265,0,0
3,19,13,40,2,77,74,55,42,2,77,8224,0,0
3,20,1,51,0,75,72,52,51,0,75,8182,0,0
3,20,2,49,1,75,72,52,50,1,75,8132,0,0
3,20,3,47,2,75,72,52,49,2,75,8084,0,0
3,20,5,48,0,76,73,53,48,0,76,8234,0,0
3,20,6,46,1,76,73,53,47,1,76,8187,0,0
3,20,7,44,2,76,73,53,46,2,76,8142,0,0
3,20,10,43,1,77,74,54,44,1,77,8254,0,0
3,20,11,41,2,77,74,54,43,2,77,8212,0,0
3,21,0,50,1,75,72,51,51,1,75,8131,0,0
3,21,1,48,2,75,72,51,50,2,75,8082,0,0
3,21,3,49,0,76,73,52,49,0,76,8230,0,0
3,21,4,47,1,76,73,52,48,1,76,8182,0,0
3,21,5,45,2,76,73,52,47,2,76,8136,0,0
3,21,8,44,1,77,74,53,45,1,77,8245,0,0
3,21,9,42,2,77,74,53,44,2,77,8202,0,0
3,22,1,50,0,76,73,51,50,0,76,8228,0,0
3,22,2,48,1,76,73,51,49,1,76,8179,0,0
3,22,3,46,2,76,73,51,48,2,76,8132,0,0
3,22,6,45,1,77,74,52,46,1,77,8238,0,0
3,22,7,43,2,77,74,52,45,2,77,8194,0,0
3,22,11,40,2,78,75,53,42,2,78,8268,0,0
3,23,0,49,1,76,73,50,50,1,76,8178,0,0
3,23,1,47,2,76,73,50,49,2,76,8130,0,0
3,23,4,46,1,77,74,51,47,1,77,8233,0,0
3,23,5,44,2,77,74,51,46,2,77,8188,0,0
3,23,9,41,2,78,75,52,43,2,78,8258,0,0
3,24,2,47,1,77,74,50,48,1,77,8230,0,0
3,24,3,45,2,77,74,50,47,2,77,8184,0,0
3,24,7,42,2,78,75,51,44,2,78,8250,0,0
3,25,0,48,1,77,74,49,49,1,77,8229,0,0
3,25,1,46,2,77,74,49,48,2,77,8182,0,0
3,25,5,43,2,78,75,50,45,2,78,8244,0,0
3,26,3,44,2,78,75,49,46,2,78,8240,0,0
3,27,1,45,2,78,75,48,47,2,78,8238,0,0
4,0,0,59,2,65,61,61,61,2,65,7821,0,0
4,0,2,60,0,66,62,62,60,0,66,7947,0,0
4,0,3,58,1,66,62,62,59,1,66,7888,0,0
4,0,4,56,2,66,62,62,58,2,66,7831,0,0
4,0,6,57,0,67,63,63,57,0,67,7963,0,0
4,0,7,55,1,67,63,63,56,1,67,7907,0,0
4,0,8,53,2,67,63,63,55,2,67,7853,0,0
4,0,10,54,0,68,64,64,54,0,68,7991,0,0
4,0,11,52,1,68,64,64,53,1,68,7938,0,0
4,0,12,50,2,68,64,64,52,2,68,7887,0,0
4,0,14,51,0,69,65,65,51,0,69,8031,0,0
4,0,15,49,1,69,65,65,50,1,69,7981,0,0
4,0,16,47,2,69,65,65,49,2,69,7933,0,0
4,0,18,48,0,70,66,66,48,0,70,8083,0,0
4,0,19,46,1,70,66,66,47,1,70,8036,0,0
4,0,20,44,2,70,66,66,46,2,70,7991,0,0
4,0,22,45,0,71,67,67,45,0,71,8147,0,0
4,0,23,43,1,71,67,67,44,1,71,8103,0,0
4,0,24,41,2,71,67,67,43,2,71,8061,0,0
4,0,26,42,0,72,68,68,42,0,72,8223,0,0
4,0,27,40,1,72,68,68,41,1,72,8182,0,0
4,0,28,38,2,72,68,68,40,2,72,8143,0,0
4,0,31,37,1,73,69,69,38,1,73,8273,1,1
4,0,32,35,2,73,69,69,37,2,73,8237,0,0
4,1,0,61,0,66,62,61,61,0,66,7946,0,0
4,1,1,59,1,66,62,61,60,1,66,7886,0,0
4,1,2,57,2,66,62,61,59,2,66,7828,0,0
4,1,4,58,0,67,63,62,58,0,67,7958,0,0
4,1,5,56,1,67,63,62,57,1,67,7901,0,0
4,1,6,54,2,67,63,62,56,2,67,7846,0,0
4,1,8,55,0,68,64,63,55,0,68,7982,0,0
4,1,9,53,1,68,64,63,54,1,68,7928,0,0
4,1,10,51,2,68,64,63,53,2,68,7876,0,0
4,1,12,52,0,69,65,64,52,0,69,8018,0,0
4,1,13,50,1,69,65,64,51,1,69,7967,0,0
4,1,14,48,2,69,65,64,50,2,69,7918,0,0
4,1,16,49,0,70,66,65,49,0,70,8066,0,0
4,1,17,47,1,70,66,65,48,1,70,8018,0,0
4,1,18,45,2,70,66,65,47,2,70,7972,0,0
4,1,20,46,0,71,67,66,46,0,71,8126,0,0
4,1,21,44,1,71,67,66,45,1,71,8081,0,0
4,1,22,42,2,71,67,66,44,2,71,8038,0,0
4,1,24,43,0,72,68,67,43,0,72,8198,0,0
4,1,25,41,1,72,68,67,42,1,72,8156,0,0
4,1,26,39,2,72,68,67,41,2,72,8116,0,0
4,1,29,38,1,73,69,68,39,1,73,8243,1,0
4,1,30,36,2,73,69,68,38,2,73,8206,0,0
4,2,0,58,2,66,62,60,60,2,66,7827,0,0
4,2,2,59,0,67,63,61,59,0,67,7955,0,0
4,2,3,57,1,67,63,61,58,1,67,7897,0,0
4,2,4,55,2,67,63,61,57,2,67,7841,0,0
4,2,6,56,0,68,64,62,56,0,68,7975,0,0
4,2,7,54,1,68,64,62,55,1,68,7920,0,0
4,2,8,52,2,68,64,62,54,2,68,7867,0,0
4,2,10,53,0,69,65,63,53,0,69,8007,0,0
4,2,11,51,1,69,65,63,52,1,69,7955,0,0
4,2,12,49,2,69,65,63,51,2,69,7905,0,0
4,2,14,50,0,70,66,64,50,0,70,8051,0,0
4,2,15,48,1,70,66,64,49,1,70,8002,0,0
4,2,16,46,2,70,66,64,48,2,70,7955,0,0
4,2,18,47,0,71,67,65,47,0,71,8107,0,0
4,2,19,45,1,71,67,65,46,1,71,8061,0,0
4,2,20,43,2,71,67,65,45,2,71,8017,0,0
4,2,22,44,0,72,68,66,44,0,72,8175,0,0
4,2,23,42,1,72,68,66,43,1,72,8132,0,0
4,2,24,40,2,72,68,66,42,2,72,8091,0,0
4,2,26,41,0,73,69,67,41,0,73,8255,0,0
4,2,27,39,1,73,69,67,40,1,73,8215,0,0
4,2,28,37,2,73,69,67,39,2,73,8177,0,0
4,2,32,34,2,74,70,68,36,2,74,8275,1,1
4,3,0,60,0,67,63,60,60,0,67,7954,0,0
4,3,1,58,1,67,63,60,59,1,67,7895,0,0
4,3,2,56,2,67,63,60,58,2,67,7838,0,0
4,3,4,57,0,68,64,61,57,0,68,7970,0,0
4,3,5,55,1,68,64,61,56,1,68,7914,0,0
4,3,6,53,2,68,64,61,55,2,68,7860,0,0
4,3,8,54,0,69,65,62,54,0,69,7998,0,0
4,3,9,52,1,69,65,62,53,1,69,7945,0,0
4,3,10,50,2,69,65,62,52,2,69,7894,0,0
4,3,12,51,0,70,66,63,51,0,70,8038,0,0
4,3,13,49,1,70,66,63,50,1,70,7988,0,0
4,3,14,47,2,70,66,63,49,2,70,7940,0,0
4,3,16,48,0,71,67,64,48,0,71,8090,0,0
4,3,17,46,1,71,67,64,47,1,71,8043,0,0
4,3,18,44,2,71,67,64,46,2,71,7998,0,0
4,3,20,45,0,72,68,65,45,0,72,8154,0,0
4,3,21,43,1,72,68,65,44,1,72,8110,0,0
4,3,22,41,2,72,68,65,43,2,72,8068,0,0
4,3,24,42,0,73,69,66,42,0,73,8230,0,0
4,3,25,40,1,73,69,66,41,1,73,8189,0,0
4,3,26,38,2,73,69,66,40,2,73,8150,0,0
4,3,30,35,2,74,70,67,37,2,74,8244,0,0
4,4,0,57,2,67,63,59,59,2,67,7837,0,0
4,4,2,58,0,68,64,60,58,0,68,7967,0,0
4,4,3,56,1,68,64,60,57,1,68,7910,0,0
4,4,4,54,2,68,64,60,56,2,68,7855,0,0
4,4,6,55,0,69,65,61,55,0,69,7991,0,0
4,4,7,53,1,69,65,61,54,1,69,7937,0,0
4,4,8,51,2,69,65,61,53,2,69,7885,0,0
4,4,10,52,0,70,66,62,52,0,70,8027,0,0
4,4,11,50,1,70,66,62,51,1,70,7976,0,0
4,4,12,48,2,70,66,62,50,2,70,7927,0,0
4,4,14,49,0,71,67,63,49,0,71,8075,0,0
4,4,15,47,1,71,67,63,48,1,71,8027,0,0
4,4,16,45,2,71,67,63,47,2,71,7981,0,0
4,4,18,46,0,72,68,64,46,0,72,8135,0,0
4,4,19,44,1,72,68,64,45,1,72,8090,0,0
4,4,20,42,2,72,68,64,44,2,72,8047,0,0
4,4,22,43,0,73,69,65,43,0,73,8207,0,0
4,4,23,41,1,73,69,65,42,1,73,8165,0,0
4,4,24,39,2,73,69,65,41,2,73,8125,0,0
4,4,27,38,1,74,70,66,39,1,74,8252,1,0
4,4,28,36,2,74,70,66,38,2,74,8215,0,0
4,5,0,59,0,68,64,59,59,0,68,7966,0,0
4,5,1,57,1,68,64,59,58,1,68,7908,0,0
4,5,2,55,2,68,64,59,57,2,68,7852,0,0
4,5,4,56,0,69,65,60,56,0,69,7986,0,0
4,5,5,54,1,69,65,60,55,1,69,7931,0,0
4,5,6,52,2,69,65,60,54,2,69,7878,0,0
4,5,8,53,0,70,66,61,53,0,70,8018,0,0
4,5,9,51,1,70,66,61,52,1,70,7966,0,0
4,5,10,49,2,70,66,61,51,2,70,7916,0,0
4,5,12,50,0,71,67,62,50,0,71,8062,0,0
4,5,13,48,1,71,67,62,49,1,71,8013,0,0
4,5,14,46,2,71,67,62,48,2,71,7966,0,0
4,5,16,47,0,72,68,63,47,0,72,8118,0,0
4,5,17,45,1,72,68,63,46,1,72,8072,0,0
4,5,18,43,2,72,68,63,45,2,72,8028,0,0
4,5,20,44,0,73,69,64,44,0,73,8186,0,0
4,5,21,42,1,73,69,64,43,1,73,8143,0,0
4,5,22,40,2,73,69,64,42,2,73,8102,0,0
4,5,24,41,0,74,70,65,41,0,74,8266,0,0
4,5,25,39,1,74,70,65,40,1,74,8226,0,0
4,5,26,37,2,74,70,65,39,2,74,8188,0,0
4,6,0,56,2,68,64,58,58,2,68,7851,0,0
4,6,2,57,0,69,65,59,57,0,69,7983,0,0
4,6,3,55,1,69,65,59,56,1,69,7927,0,0
4,6,4,53,2,69,65,59,55,2,69,7873,0,0
4,6,6,54,0,70,66,60,54,0,70,8011,0,0
4,6,7,52,1,70,66,60,53,1,70,7958,0,0
4,6,8,50,2,70,66,60,52,2,70,7907,0,0
4,6,10,51,0,71,67,61,51,0,71,8051,0,0
4,6,11,49,1,71,67,61,50,1,71,8001,0,0
4,6,12,47,2,71,67,61,49,2,71,7953,0,0
4,6,14,48,0,72,68,62,48,0,72,8103,0,0
4,6,15,46,1,72,68,62,47,1,72,8056,0,0
4,6,16,44,2,72,68,62,46,2,72,8011,0,0
4,6,18,45,0,73,69,63,45,0,73,8167,0,0
4,6,19,43,1,73,69,63,44,1,73,8123,0,0
4,6,20,41,2,73,69,63,43,2,73,8081,0,0
4,6,22,42,0,74,70,64,42,0,74,8243,0,0
4,6,23,40,1,74,70,64,41,1,74,8202,0,0
4,6,24,38,2,74,70,64,40,2,74,8163,0,0
4,6,28,35,2,75,71,65,37,2,75,8257,0,0
4,7,0,58,0,69,65,58,58,0,69,7982,0,0
4,7,1,56,1,69,65,58,57,1,69,7925,0,0
4,7,2,54,2,69,65,58,56,2,69,7870,0,0
4,7,4,55,0,70,66,59,55,0,70,8006,0,0
4,7,5,53,1,70,66,59,54,1,70,7952,0,0
4,7,6,51,2,70,66,59,53,2,70,7900,0,0
4,7,8,52,0,71,67,60,52,0,71,8042,0,0
4,7,9,50,1,71,67,60,51,1,71,7991,0,0
4,7,10,48,2,71,67,60,50,2,71,7942,0,0
4,7,12,49,0,72,68,61,49,0,72,8090,0,0
4,7,13,47,1,72,68,61,48,1,72,8042,0,0
4,7,14,45,2,72,68,61,47,2,72,7996,0,0
4,7,16,46,0,73,69,62,46,0,73,8150,0,0
4,7,17,44,1,73,69,62,45,1,73,8105,0,0
4,7,18,42,2,73,69,62,44,2,73,8062,0,0
4,7,20,43,0,74,70,63,43,0,74,8222,0,0
4,7,21,41,1,74,70,63,42,1,74,8180,0,0
4,7,22,39,2,74,70,63,41,2,74,8140,0,0
4,7,25,38,1,75,71,64,39,1,75,8267,1,0
4,7,26,36,2,75,71,64,38,2,75,8230,0,0
4,8,0,55,2,69,65,57,57,2,69,7869,0,0
4,8,2,56,0,70,66,58,56,0,70,8003,0,0
4,8,3,54,1,70,66,58,55,1,70,7948,0,0
4,8,4,52,2,70,66,58,54,2,70,7895,0,0
4,8,6,53,0,71,67,59,53,0,71,8035,0,0
4,8,7,51,1,71,67,59,52,1,71,7983,0,0
4,8,8,49,2,71,67,59,51,2,71,7933,0,0
4,8,10,50,0,72,68,60,50,0,72,8079,0,0
4,8,11,48,1,72,68,60,49,1,72,8030,0,0
4,8,12,46,2,72,68,60,48,2,72,7983,0,0
4,8,14,47,0,73,69,61,47,0,73,8135,0,0
4,8,15,45,1,73,69,61,46,1,73,8089,0,0
4,8,16,43,2,73,69,61,45,2,73,8045,0,0
4,8,18,44,0,74,70,62,44,0,74,8203,0,0
4,8,19,42,1,74,70,62,43,1,74,8160,0,0
4,8,20,40,2,74,70,62,42,2,74,8119,0,0
4,8,23,39,1,75,71,63,40,1,75,8243,0,0
4,8,24,37,2,75,71,63,39,2,75,8205,0,0
4,9,0,57,0,70,66,57,57,0,70,8002,0,0
4,9,1,55,1,70,66,57,56,1,70,7946,0,0
4,9,2,53,2,70,66,57,55,2,70,7892,0,0
4,9,4,54,0,71,67,58,54,0,71,8030,0,0
4,9,5,52,1,71,67,58,53,1,71,7977,0,0
4,9,6,50,2,71,67,58,52,2,71,7926,0,0
4,9,8,51,0,72,68,59,51,0,72,8070,0,0
4,9,9,49,1,72,68,59,50,1,72,8020,0,0
4,9,10,47,2,72,68,59,49,2,72,7972,0,0
4,9,12,48,0,73,69,60,48,0,73,8122,0,0
4,9,13,46,1,73,69,60,47,1,73,8075,0,0
4,9,14,44,2,73,69,60,46,2,73,8030,0,0
4,9,16,45,0,74,70,61,45,0,74,8186,0,0
4,9,17,43,1,74,70,61,44,1,74,8142,0,0
4,9,18,41,2,74,70,61,43,2,74,8100,0,0
4,9,20,42,0,75,71,62,42,0,75,8262,0,0
4,9,21,40,1,75,71,62,41,1,75,8221,0,0
4,9,22,38,2,75,71,62,40,2,75,8182,0,0
4,9,26,35,2,76,72,63,37,2,76,8276,0,0
4,10,0,54,2,70,66,56,56,2,70,7891,0,0
4,10,2,55,0,71,67,57,55,0,71,8027,0,0
4,10,3,53,1,71,67,57,54,1,71,7973,0,0
4,10,4,51,2,71,67,57,53,2,71,7921,0,0
4,10,6,52,0,72,68,58,52,0,72,8063,0,0
4,10,7,50,1,72,68,58,51,1,72,8012,0,0
4,10,8,48,2,72,68,58,50,2,72,7963,0,0
4,10,10,49,0,73,69,59,49,0,73,8111,0,0
4,10,11,47,1,73,69,59,48,1,73,8063,0,0
4,10,12,45,2,73,69,59,47,2,73,8017,0,0
4,10,14,46,0,74,70,60,46,0,74,8171,0,0
4,10,15,44,1,74,70,60,45,1,74,8126,0,0
4,10,16,42,2,74,70,60,44,2,74,8083,0,0
4,10,18,43,0,75,71,61,43,0,75,8243,0,0
4,10,19,41,1,75,71,61,42,1,75,8201,0,0
4,10,20,39,2,75,71,61,41,2,75,8161,0,0
4,10,24,36,2,76,72,62,38,2,76,8251,0,0
4,11,0,56,0,71,67,56,56,0,71,8026,0,0
4,11,1,54,1,71,67,56,55,1,71,7971,0,0
4,11,2,52,2,71,67,56,54,2,71,7918,0,0
4,11,4,53,0,72,68,57,53,0,72,8058,0,0
4,11,5,51,1,72,68,57,52,1,72,8006,0,0
4,11,6,49,2,72,68,57,51,2,72,7956,0,0
4,11,8,50,0,73,69,58,50,0,73,8102,0,0
4,11,9,48,1,73,69,58,49,1,73,8053,0,0
4,11,10,46,2,73,69,58,48,2,73,8006,0,0
4,11,12,47,0,74,70,59,47,0,74,8158,0,0
4,11,13,45,1,74,70,59,46,1,74,8112,0,0
4,11,14,43,2,74,70,59,45,2,74,8068,0,0
4,11,16,44,0,75,71,60,44,0,75,8226,0,0
4,11,17,42,1,75,71,60,43,1,75,8183,0,0
4,11,18,40,2,75,71,60,42,2,75,8142,0,0
