packing,objective,strength,h1,h2,h3,h4,h5
6,29843,129,5,4,8,97,15
6,29809,128,5,5,2,101,15
6,29836,129,5,5,6,98,15
6,29831,129,5,6,4,99,15
6,29828,129,5,7,2,100,15
6,29827,129,5,8,0,101,15
6,29796,127,6,0,5,101,15
6,29823,128,6,0,9,98,15
6,29815,128,6,1,7,99,15
6,29809,128,6,2,5,100,15
6,29840,129,6,2,9,97,15
6,29805,128,6,3,3,101,15
6,29832,129,6,3,7,98,15
6,29826,129,6,4,5,99,15
6,29822,129,6,5,3,100,15
6,29820,129,6,6,1,101,15
6,29847,130,6,6,5,98,15
6,29843,130,6,7,3,99,15
6,29841,130,6,8,1,100,15
6,29808,128,7,0,6,100,15
6,29839,129,7,0,10,97,15
6,29803,128,7,1,4,101,15
6,29830,129,7,1,8,98,15
6,29823,129,7,2,6,99,15
6,29818,129,7,3,4,100,15
6,29815,129,7,4,2,101,15
6,29842,130,7,4,6,98,15
6,29837,130,7,5,4,99,15
6,29834,130,7,6,2,100,15
6,29833,130,7,7,0,101,15
6,29822,129,8,0,7,99,15
6,29816,129,8,1,5,100,15
6,29847,130,8,1,9,97,15
6,29812,129,8,2,3,101,15
6,29839,130,8,2,7,98,15
6,29833,130,8,3,5,99,15
6,29829,130,8,4,3,100,15
6,29827,130,8,5,1,101,15
6,29811,129,9,0,4,101,15
6,29838,130,9,0,8,98,15
6,29831,130,9,1,6,99,15
6,29826,130,9,2,4,100,15
6,29823,130,9,3,2,101,15
6,29845,131,9,4,4,99,15
6,29842,131,9,5,2,100,15
6,29841,131,9,6,0,101,15
6,29825,130,10,0,5,100,15
6,29821,130,10,1,3,101,15
6,29842,131,10,2,5,99,15
6,29838,131,10,3,3,100,15
6,29836,131,10,4,1,101,15
6,29841,131,11,0,6,99,15
6,29836,131,11,1,4,100,15
6,29833,131,11,2,2,101,15
6,29832,131,12,0,3,101,15
6,29847,132,12,3,1,101,15
6,29845,132,13,1,2,101,15
7,29811,124,0,0,11,98,15
7,29801,124,0,1,9,99,15
7,29836,125,0,1,13,96,15
7,29793,124,0,2,7,100,15
7,29824,125,0,2,11,97,15
7,29787,124,0,3,5,101,15
7,29814,125,0,3,9,98,15
7,29806,125,0,4,7,99,15
7,29841,126,0,4,11,96,15
7,29800,125,0,5,5,100,15
7,29831,126,0,5,9,97,15
7,29796,125,0,6,3,101,15
7,29823,126,0,6,7,98,15
7,29817,126,0,7,5,99,15
7,29813,126,0,8,3,100,15
7,29844,127,0,8,7,97,15
7,29811,126,0,9,1,101,15
7,29838,127,0,9,5,98,15
7,29834,127,0,10,3,99,15
7,29832,127,0,11,1,100,15
7,29792,124,1,0,8,100,15
7,29823,125,1,0,12,97,15
7,29785,124,1,1,6,101,15
7,29812,125,1,1,10,98,15
7,29803,125,1,2,8,99,15
7,29838,126,1,2,12,96,15
7,29796,125,1,3,6,100,15
7,29827,126,1,3,10,97,15
7,29791,125,1,4,4,101,15
7,29818,126,1,4,8,98,15
7,29811,126,1,5,6,99,15
7,29846,127,1,5,10,96,15
7,29806,126,1,6,4,100,15
7,29837,127,1,6,8,97,15
7,29803,126,1,7,2,101,15
7,29830,127,1,7,6,98,15
7,29825,127,1,8,4,99,15
7,29822,127,1,9,2,100,15
7,29821,127,1,10,0,101,15
7,29845,128,1,11,2,99,15
7,29844,128,1,12,0,100,15
7,29802,125,2,0,9,99,15
7,29837,126,2,0,13,96,15
7,29794,125,2,1,7,100,15
7,29825,126,2,1,11,97,15
7,29788,125,2,2,5,101,15
7,29815,126,2,2,9,98,15
7,29807,126,2,3,7,99,15
7,29842,127,2,3,11,96,15
7,29801,126,2,4,5,100,15
7,29832,127,2,4,9,97,15
7,29797,126,2,5,3,101,15
7,29824,127,2,5,7,98,15
7,29818,127,2,6,5,99,15
7,29814,127,2,7,3,100,15
7,29845,128,2,7,7,97,15
7,29812,127,2,8,1,101,15
7,29839,128,2,8,5,98,15
7,29835,128,2,9,3,99,15
7,29833,128,2,10,1,100,15
7,29787,125,3,0,6,101,15
7,29814,126,3,0,10,98,15
7,29805,126,3,1,8,99,15
7,29840,127,3,1,12,96,15
7,29798,126,3,2,6,100,15
7,29829,127,3,2,10,97,15
7,29793,126,3,3,4,101,15
7,29820,127,3,3,8,98,15
7,29813,127,3,4,6,99,15
7,29808,127,3,5,4,100,15
7,29839,128,3,5,8,97,15
7,29805,127,3,6,2,101,15
7,29832,128,3,6,6,98,15
7,29827,128,3,7,4,99,15
7,29824,128,3,8,2,100,15
7,29823,128,3,9,0,101,15
7,29847,129,3,10,2,99,15
7,29846,129,3,11,0,100,15
7,29797,126,4,0,7,100,15
7,29828,127,4,0,11,97,15
7,29791,126,4,1,5,101,15
7,29818,127,4,1,9,98,15
7,29810,127,4,2,7,99,15
7,29845,128,4,2,11,96,15
7,29804,127,4,3,5,100,15
7,29835,128,4,3,9,97,15
7,29800,127,4,4,3,101,15
7,29827,128,4,4,7,98,15
7,29821,128,4,5,5,99,15
7,29817,128,4,6,3,100,15
7,29815,128,4,7,1,101,15
7,29842,129,4,7,5,98,15
7,29838,129,4,8,3,99,15
7,29836,129,4,9,1,100,15
7,29809,127,5,0,8,99,15
7,29844,128,5,0,12,96,15
7,29802,127,5,1,6,100,15
7,29833,128,5,1,10,97,15
7,29797,127,5,2,4,101,15
7,29824,128,5,2,8,98,15
7,29817,128,5,3,6,99,15
7,29812,128,5,4,4,100,15
7,29843,129,5,4,8,97,15
7,29809,128,5,5,2,101,15
7,29836,129,5,5,6,98,15
7,29831,129,5,6,4,99,15
7,29828,129,5,7,2,100,15
7,29827,129,5,8,0,101,15
7,29796,127,6,0,5,101,15
7,29823,128,6,0,9,98,15
7,29815,128,6,1,7,99,15
7,29809,128,6,2,5,100,15
7,29840,129,6,2,9,97,15
7,29805,128,6,3,3,101,15
7,29832,129,6,3,7,98,15
7,29826,129,6,4,5,99,15
7,29822,129,6,5,3,100,15
7,29820,129,6,6,1,101,15
7,29847,130,6,6,5,98,15
7,29843,130,6,7,3,99,15
7,29841,130,6,8,1,100,15
7,29808,128,7,0,6,100,15
7,29839,129,7,0,10,97,15
7,29803,128,7,1,4,101,15
7,29830,129,7,1,8,98,15
7,29823,129,7,2,6,99,15
7,29818,129,7,3,4,100,15
7,29815,129,7,4,2,101,15
7,29842,130,7,4,6,98,15
7,29837,130,7,5,4,99,15
7,29834,130,7,6,2,100,15
7,29833,130,7,7,0,101,15
7,29822,129,8,0,7,99,15
7,29816,129,8,1,5,100,15
7,29847,130,8,1,9,97,15
7,29812,129,8,2,3,101,15
7,29839,130,8,2,7,98,15
7,29833,130,8,3,5,99,15
7,29829,130,8,4,3,100,15
7,29827,130,8,5,1,101,15
7,29811,129,9,0,4,101,15
7,29838,130,9,0,8,98,15
7,29831,130,9,1,6,99,15
7,29826,130,9,2,4,100,15
7,29823,130,9,3,2,101,15
7,29845,131,9,4,4,99,15
7,29842,131,9,5,2,100,15
7,29841,131,9,6,0,101,15
7,29825,130,10,0,5,100,15
7,29821,130,10,1,3,101,15
7,29842,131,10,2,5,99,15
7,29838,131,10,3,3,100,15
7,29836,131,10,4,1,101,15
7,29841,131,11,0,6,99,15
7,29836,131,11,1,4,100,15
7,29833,131,11,2,2,101,15
7,29832,131,12,0,3,101,15
7,29847,132,12,3,1,101,15
7,29845,132,13,1,2,101,15
8,29811,124,0,0,11,98,15
8,29801,124,0,1,9,99,15
8,29836,125,0,1,13,96,15
8,29793,124,0,2,7,100,15
8,29824,125,0,2,11,97,15
8,29787,124,0,3,5,101,15
8,29814,125,0,3,9,98,15
8,29806,125,0,4,7,99,15
8,29841,126,0,4,11,96,15
8,29800,125,0,5,5,100,15
8,29831,126,0,5,9,97,15
8,29796,125,0,6,3,101,15
8,29823,126,0,6,7,98,15
8,29817,126,0,7,5,99,15
8,29813,126,0,8,3,100,15
8,29844,127,0,8,7,97,15
8,29811,126,0,9,1,101,15
8,29838,127,0,9,5,98,15
8,29834,127,0,10,3,99,15
8,29832,127,0,11,1,100,15
8,29792,124,1,0,8,100,15
8,29823,125,1,0,12,97,15
8,29785,124,1,1,6,101,15
8,29812,125,1,1,10,98,15
8,29803,125,1,2,8,99,15
8,29838,126,1,2,12,96,15
8,29796,125,1,3,6,100,15
8,29827,126,1,3,10,97,15
8,29791,125,1,4,4,101,15
8,29818,126,1,4,8,98,15
8,29811,126,1,5,6,99,15
8,29846,127,1,5,10,96,15
8,29806,126,1,6,4,100,15
8,29837,127,1,6,8,97,15
8,29803,126,1,7,2,101,15
8,29830,127,1,7,6,98,15
8,29825,127,1,8,4,99,15
8,29822,127,1,9,2,100,15
8,29821,127,1,10,0,101,15
8,29845,128,1,11,2,99,15
8,29844,128,1,12,0,100,15
8,29802,125,2,0,9,99,15
8,29837,126,2,0,13,96,15
8,29794,125,2,1,7,100,15
8,29825,126,2,1,11,97,15
8,29788,125,2,2,5,101,15
8,29815,126,2,2,9,98,15
8,29807,126,2,3,7,99,15
8,29842,127,2,3,11,96,15
8,29801,126,2,4,5,100,15
8,29832,127,2,4,9,97,15
8,29797,126,2,5,3,101,15
8,29824,127,2,5,7,98,15
8,29818,127,2,6,5,99,15
8,29814,127,2,7,3,100,15
8,29845,128,2,7,7,97,15
8,29812,127,2,8,1,101,15
8,29839,128,2,8,5,98,15
8,29835,128,2,9,3,99,15
8,29833,128,2,10,1,100,15
8,29787,125,3,0,6,101,15
8,29814,126,3,0,10,98,15
8,29805,126,3,1,8,99,15
8,29840,127,3,1,12,96,15
8,29798,126,3,2,6,100,15
8,29829,127,3,2,10,97,15
8,29793,126,3,3,4,101,15
8,29820,127,3,3,8,98,15
8,29813,127,3,4,6,99,15
8,29808,127,3,5,4,100,15
8,29839,128,3,5,8,97,15
8,29805,127,3,6,2,101,15
8,29832,128,3,6,6,98,15
8,29827,128,3,7,4,99,15
8,29824,128,3,8,2,100,15
8,29823,128,3,9,0,101,15
8,29847,129,3,10,2,99,15
8,29846,129,3,11,0,100,15
8,29797,126,4,0,7,100,15
8,29828,127,4,0,11,97,15
8,29791,126,4,1,5,101,15
8,29818,127,4,1,9,98,15
8,29810,127,4,2,7,99,15
8,29845,128,4,2,11,96,15
8,29804,127,4,3,5,100,15
8,29835,128,4,3,9,97,15
8,29800,127,4,4,3,101,15
8,29827,128,4,4,7,98,15
8,29821,128,4,5,5,99,15
8,29817,128,4,6,3,100,15
8,29815,128,4,7,1,101,15
8,29842,129,4,7,5,98,15
8,29838,129,4,8,3,99,15
8,29836,129,4,9,1,100,15
8,29809,127,5,0,8,99,15
8,29844,128,5,0,12,96,15
8,29802,127,5,1,6,100,15
8,29833,128,5,1,10,97,15
8,29797,127,5,2,4,101,15
8,29824,128,5,2,8,98,15
8,29817,128,5,3,6,99,15
8,29812,128,5,4,4,100,15
8,29843,129,5,4,8,97,15
8,29809,128,5,5,2,101,15
8,29836,129,5,5,6,98,15
8,29831,129,5,6,4,99,15
8,29828,129,5,7,2,100,15
8,29827,129,5,8,0,101,15
8,29796,127,6,0,5,101,15
8,29823,128,6,0,9,98,15
8,29815,128,6,1,7,99,15
8,29809,128,6,2,5,100,15
8,29840,129,6,2,9,97,15
8,29805,128,6,3,3,101,15
8,29832,129,6,3,7,98,15
8,29826,129,6,4,5,99,15
8,29822,129,6,5,3,100,15
8,29820,129,6,6,1,101,15
8,29847,130,6,6,5,98,15
8,29843,130,6,7,3,99,15
8,29841,130,6,8,1,100,15
8,29808,128,7,0,6,100,15
8,29839,129,7,0,10,97,15
8,29803,128,7,1,4,101,15
8,29830,129,7,1,8,98,15
8,29823,129,7,2,6,99,15
8,29818,129,7,3,4,100,15
8,29815,129,7,4,2,101,15
8,29842,130,7,4,6,98,15
8,29837,130,7,5,4,99,15
8,29834,130,7,6,2,100,15
8,29833,130,7,7,0,101,15
8,29822,129,8,0,7,99,15
8,29816,129,8,1,5,100,15
8,29847,130,8,1,9,97,15
8,29812,129,8,2,3,101,15
8,29839,130,8,2,7,98,15
8,29833,130,8,3,5,99,15
8,29829,130,8,4,3,100,15
8,29827,130,8,5,1,101,15
8,29811,129,9,0,4,101,15
8,29838,130,9,0,8,98,15
8,29831,130,9,1,6,99,15
8,29826,130,9,2,4,100,15
8,29823,130,9,3,2,101,15
8,29845,131,9,4,4,99,15
8,29842,131,9,5,2,100,15
8,29841,131,9,6,0,101,15
8,29825,130,10,0,5,100,15
8,29821,130,10,1,3,101,15
8,29842,131,10,2,5,99,15
8,29838,131,10,3,3,100,15
8,29836,131,10,4,1,101,15
8,29841,131,11,0,6,99,15
8,29836,131,11,1,4,100,15
8,29833,131,11,2,2,101,15
8,29832,131,12,0,3,101,15
8,29847,132,12,3,1,101,15
8,29845,132,13,1,2,101,15
